f,ReportedAddress,CrossStreet,Town,State,concate,ReportedDate,Endingleakgrade,Endingleakgradenumber
7336402,9 PAUL REVERE RD,,ACTON,MA,"9 PAUL REVERE RD ACTON, MA",7/18/2017,3,3
1393114,9 TICONDEROGA RD,,ACTON,MA,"9 TICONDEROGA RD ACTON, MA",7/2/2012,3,3
127106,9 WACHUSETT DR,,ACTON,MA,"9 WACHUSETT DR ACTON, MA",8/4/1998,3,3
237786,94 GREAT RD,,ACTON,MA,"94 GREAT RD ACTON, MA",11/1/2002,3,3
248890,94 STOW ST,,ACTON,MA,"94 STOW ST ACTON, MA",7/31/2003,3,3
154541,95 MAIN ST,,ACTON,MA,"95 MAIN ST ACTON, MA",8/18/1999,3,3
7345171,97 WINDSOR AVE,,ACTON,MA,"97 WINDSOR AVE ACTON, MA",6/25/2018,3,3
268297,Opp pole ARLINGTON ST,,ACTON,MA,"Opp pole ARLINGTON ST ACTON, MA",11/16/2004,3,3
268288,Pole CENTRAL ST,,ACTON,MA,"Pole CENTRAL ST ACTON, MA",11/16/2004,3,3
290516,Pole FRANCINE RD,,ACTON,MA,"Pole FRANCINE RD ACTON, MA",5/30/2006,3,3
193167,POLE HIGH ST,,ACTON,MA,"POLE HIGH ST ACTON, MA",6/16/2000,3,3
7336681,1 WASHINGTON ST,,AMESBURY,MA,"1 WASHINGTON ST AMESBURY, MA",7/3/2017,3,3
7348352,102 FRIEND ST,,AMESBURY,MA,"102 FRIEND ST AMESBURY, MA",10/11/2018,3,3
7330549,12 BEACON ST,,AMESBURY,MA,"12 BEACON ST AMESBURY, MA",12/5/2016,3,3
333863,13 PLEASANT VALLEY RD,,AMESBURY,MA,"13 PLEASANT VALLEY RD AMESBURY, MA",5/27/2010,3,3
7338841,200 MAIN ST,,AMESBURY,MA,"200 MAIN ST AMESBURY, MA",10/5/2017,3,3
7333893,28 MARKET ST,,AMESBURY,MA,"28 MARKET ST AMESBURY, MA",1/26/2017,3,3
7327780,33 CLARKS RD,,AMESBURY,MA,"33 CLARKS RD AMESBURY, MA",6/2/2016,3,3
7331453,34 HILLSIDE AVE,,AMESBURY,MA,"34 HILLSIDE AVE AMESBURY, MA",1/16/2017,3,3
7347680,40 MERRIMAC ST,,AMESBURY,MA,"40 MERRIMAC ST AMESBURY, MA",9/26/2018,3,3
7347006,458 MAIN ST,,AMESBURY,MA,"458 MAIN ST AMESBURY, MA",9/10/2018,3,3
7324538,49 WHITEHALL RD,,AMESBURY,MA,"49 WHITEHALL RD AMESBURY, MA",4/8/2016,3,3
1752609,6 CHESTNUT ST,,AMESBURY,MA,"6 CHESTNUT ST AMESBURY, MA",9/9/2014,3,3
5814205,66 HAVERHILL RD,,AMESBURY,MA,"66 HAVERHILL RD AMESBURY, MA",9/5/2015,3,3
7324539,8 PERKINS ST,,AMESBURY,MA,"8 PERKINS ST AMESBURY, MA",4/7/2016,3,3
7322331,86 FRIEND ST,,AMESBURY,MA,"86 FRIEND ST AMESBURY, MA",12/21/2015,3,3
7348267,9 SANBORN TER,,AMESBURY,MA,"9 SANBORN TER AMESBURY, MA",10/22/2018,3,3
7344703, ADDISON ST, PLEASANT ST,ARLINGTON,MA," ADDISON ST ARLINGTON, MA",5/18/2018,3,3
1403059, CRAWFORD ST, WASHINGTON ST,ARLINGTON,MA," CRAWFORD ST ARLINGTON, MA",10/21/2013,3,3
7329973, EXETER ST, PARK ST,ARLINGTON,MA," EXETER ST ARLINGTON, MA",11/2/2016,3,3
402430, FRANKLIN ST, JEAN RD,ARLINGTON,MA," FRANKLIN ST ARLINGTON, MA",9/9/2011,3,3
197986, FRONTAGE RD, APPLETON ST,ARLINGTON,MA," FRONTAGE RD ARLINGTON, MA",9/27/2000,3,3
149236, GARDNER ST, BROADWAY ,ARLINGTON,MA," GARDNER ST ARLINGTON, MA",5/5/1999,3,3
7335289, GROVE ST, SUMMER ST,ARLINGTON,MA," GROVE ST ARLINGTON, MA",6/9/2017,3,3
1487571, MAPLE ST, PLEASANT ST,ARLINGTON,MA," MAPLE ST ARLINGTON, MA",1/10/2014,3,3
2793658, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",11/6/2014,3,3
7327141, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",6/21/2016,3,3
7332911, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",3/27/2017,3,3
7335515, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",6/13/2017,3,3
7338744, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",9/19/2017,3,3
7340227, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",11/27/2017,2,2
7348852, MASS AVE, BROADWAY ,ARLINGTON,MA," MASS AVE ARLINGTON, MA",11/8/2018,3,3
222202, MASSACHUSETTS AV, WHITTEMORE ST,ARLINGTON,MA," MASSACHUSETTS AV ARLINGTON, MA",9/26/2001,3,3
7347733, MASSACHUSETTS AVE, RICHARDSON AVE,ARLINGTON,MA," MASSACHUSETTS AVE ARLINGTON, MA",9/14/2018,3,3
321531, PARK AVENUE EXT, OAKLEDGE ST,ARLINGTON,MA," PARK AVENUE EXT ARLINGTON, MA",4/7/2009,3,3
7348612, PIEDMONT ST, WILLIAMS ST,ARLINGTON,MA," PIEDMONT ST ARLINGTON, MA",6/5/2018,3,3
7321007, PROSPECT AVE, HILLSIDE AVE,ARLINGTON,MA," PROSPECT AVE ARLINGTON, MA",10/24/2015,3,3
7349068, VIRGINIA RD, DOW AVE,ARLINGTON,MA," VIRGINIA RD ARLINGTON, MA",11/11/2018,2,2
329599, WATER ST, RUSSELL ST,ARLINGTON,MA," WATER ST ARLINGTON, MA",10/27/2009,3,3
839991,1 CHESTNUT ST,,ARLINGTON,MA,"1 CHESTNUT ST ARLINGTON, MA",3/24/2012,3,3
7349152,1 DAY ST,,ARLINGTON,MA,"1 DAY ST ARLINGTON, MA",11/4/2018,3,3
7335711,1 HARVARD ST,,ARLINGTON,MA,"1 HARVARD ST ARLINGTON, MA",6/19/2017,3,3
7334976,1 PAUL REVERE RD,,ARLINGTON,MA,"1 PAUL REVERE RD ARLINGTON, MA",5/23/2017,3,3
6748980,1 VISTA CIR,,ARLINGTON,MA,"1 VISTA CIR ARLINGTON, MA",10/2/2015,3,3
7335705,10 FESSENDEN RD,,ARLINGTON,MA,"10 FESSENDEN RD ARLINGTON, MA",6/15/2017,3,3
339542,10 HANCOCK ST,,ARLINGTON,MA,"10 HANCOCK ST ARLINGTON, MA",11/10/2010,3,3
6980348,10 LANARK RD,,ARLINGTON,MA,"10 LANARK RD ARLINGTON, MA",10/12/2015,3,3
7338866,10 MOTT ST,,ARLINGTON,MA,"10 MOTT ST ARLINGTON, MA",9/26/2017,2,2
7348282,10 NEWLAND RD,,ARLINGTON,MA,"10 NEWLAND RD ARLINGTON, MA",10/16/2018,3,3
367481,10 PETER TUFTS RD,,ARLINGTON,MA,"10 PETER TUFTS RD ARLINGTON, MA",8/19/2011,3,3
7347275,10 PINE ST,,ARLINGTON,MA,"10 PINE ST ARLINGTON, MA",9/13/2018,3,3
7341651,10 STANDISH RD,,ARLINGTON,MA,"10 STANDISH RD ARLINGTON, MA",1/28/2018,3,3
7338316,10 WYMAN ST,,ARLINGTON,MA,"10 WYMAN ST ARLINGTON, MA",8/31/2017,3,3
7338865,100 LAKE ST,,ARLINGTON,MA,"100 LAKE ST ARLINGTON, MA",9/27/2017,3,3
7347727,1003 MASSACHUSETTS AVE,,ARLINGTON,MA,"1003 MASSACHUSETTS AVE ARLINGTON, MA",9/24/2018,3,3
1520148,1011 MASSACHUSETTS AVE,,ARLINGTON,MA,"1011 MASSACHUSETTS AVE ARLINGTON, MA",1/29/2014,3,3
7340146,103 COLUMBIA RD,,ARLINGTON,MA,"103 COLUMBIA RD ARLINGTON, MA",11/23/2017,3,3
4787528,104 SUMMER ST,,ARLINGTON,MA,"104 SUMMER ST ARLINGTON, MA",6/17/2015,3,3
7338616,106 RHINECLIFF ST,,ARLINGTON,MA,"106 RHINECLIFF ST ARLINGTON, MA",9/14/2017,3,3
1621402,108 MEDFORD ST,,ARLINGTON,MA,"108 MEDFORD ST ARLINGTON, MA",3/13/2014,3,3
7337957,108 SUMMER ST,,ARLINGTON,MA,"108 SUMMER ST ARLINGTON, MA",8/29/2017,2,2
346898,109 WESTMINSTER AVE,,ARLINGTON,MA,"109 WESTMINSTER AVE ARLINGTON, MA",5/15/2011,3,3
7335713,1090 MASSACHUSETTS AVE,,ARLINGTON,MA,"1090 MASSACHUSETTS AVE ARLINGTON, MA",6/15/2017,3,3
7347166,11 CROSS ST,,ARLINGTON,MA,"11 CROSS ST ARLINGTON, MA",9/17/2018,2A,2
7334329,11 KILSYTHE RD,,ARLINGTON,MA,"11 KILSYTHE RD ARLINGTON, MA",4/26/2017,3,3
840018,11 OAK KN ,,ARLINGTON,MA,"11 OAK KN  ARLINGTON, MA",2/17/2012,3,3
298173,11 QUINCY ST,,ARLINGTON,MA,"11 QUINCY ST ARLINGTON, MA",2/20/2007,3,3
7346834,11 SPRING RD,,ARLINGTON,MA,"11 SPRING RD ARLINGTON, MA",9/1/2018,3,3
7338861,110 IRVING ST,,ARLINGTON,MA,"110 IRVING ST ARLINGTON, MA",9/26/2017,3,3
7347296,110 WILLIAMS ST,,ARLINGTON,MA,"110 WILLIAMS ST ARLINGTON, MA",9/15/2018,3,3
7335714,1125 MASSACHUSETTS AVE,,ARLINGTON,MA,"1125 MASSACHUSETTS AVE ARLINGTON, MA",6/15/2017,3,3
7338613,114 PLEASANT ST,,ARLINGTON,MA,"114 PLEASANT ST ARLINGTON, MA",9/18/2017,3,3
7347844,116 MYSTIC ST,,ARLINGTON,MA,"116 MYSTIC ST ARLINGTON, MA",9/28/2018,3,3
7335793,1194 MASSACHUSETTS AVE,,ARLINGTON,MA,"1194 MASSACHUSETTS AVE ARLINGTON, MA",6/20/2017,3,3
334460,12 FROST ST,,ARLINGTON,MA,"12 FROST ST ARLINGTON, MA",6/8/2010,3,3
1746895,12 HAYES ST,,ARLINGTON,MA,"12 HAYES ST ARLINGTON, MA",7/29/2014,3,3
7345953,12 SPRING RD,,ARLINGTON,MA,"12 SPRING RD ARLINGTON, MA",7/27/2018,3,3
7348851,122 WEBSTER ST,,ARLINGTON,MA,"122 WEBSTER ST ARLINGTON, MA",11/15/2018,3,3
7336996,1226 MASSACHUSETTS AVE,,ARLINGTON,MA,"1226 MASSACHUSETTS AVE ARLINGTON, MA",8/2/2017,2,2
7333830,124 RUBLEE ST,,ARLINGTON,MA,"124 RUBLEE ST ARLINGTON, MA",4/19/2017,3,3
3871583,126 OVERLOOK RD,,ARLINGTON,MA,"126 OVERLOOK RD ARLINGTON, MA",4/21/2015,3,3
7336154,126 VARNUM ST,,ARLINGTON,MA,"126 VARNUM ST ARLINGTON, MA",6/27/2017,3,3
5591671,127 LOWELL ST,,ARLINGTON,MA,"127 LOWELL ST ARLINGTON, MA",8/19/2015,3,3
7346200,128 PLEASANT ST,,ARLINGTON,MA,"128 PLEASANT ST ARLINGTON, MA",8/4/2018,3,3
7344706,129 NEWLAND RD,,ARLINGTON,MA,"129 NEWLAND RD ARLINGTON, MA",5/11/2018,3,3
7347724,131 LAKE ST,,ARLINGTON,MA,"131 LAKE ST ARLINGTON, MA",9/26/2018,3,3
7348243,131 NEWLAND RD,,ARLINGTON,MA,"131 NEWLAND RD ARLINGTON, MA",10/17/2018,2,2
7337950,131 UNION ST,,ARLINGTON,MA,"131 UNION ST ARLINGTON, MA",8/25/2017,2,2
7341370,133 WARREN ST,,ARLINGTON,MA,"133 WARREN ST ARLINGTON, MA",1/21/2018,3,3
7339675,134 WRIGHT ST,,ARLINGTON,MA,"134 WRIGHT ST ARLINGTON, MA",11/2/2017,3,3
7334343,136 WRIGHT ST,,ARLINGTON,MA,"136 WRIGHT ST ARLINGTON, MA",5/1/2017,3,3
7345723,137 LOWELL ST,,ARLINGTON,MA,"137 LOWELL ST ARLINGTON, MA",7/16/2018,3,3
349714,138 SUNSET RD,,ARLINGTON,MA,"138 SUNSET RD ARLINGTON, MA",8/18/2011,3,3
7323785,138 WARREN ST,,ARLINGTON,MA,"138 WARREN ST ARLINGTON, MA",2/25/2016,3,3
7330491,1395 MASS AVE,,ARLINGTON,MA,"1395 MASS AVE ARLINGTON, MA",11/17/2016,3,3
4105841,1395 MASSACHUSETTS AVE,,ARLINGTON,MA,"1395 MASSACHUSETTS AVE ARLINGTON, MA",4/28/2015,3,3
7338864,14 GROVE STPL,,ARLINGTON,MA,"14 GROVE STPL ARLINGTON, MA",9/28/2017,2,2
197856,14 MAYFLOWER ST,,ARLINGTON,MA,"14 MAYFLOWER ST ARLINGTON, MA",9/26/2000,3,3
4035260,14 PECK AVE,,ARLINGTON,MA,"14 PECK AVE ARLINGTON, MA",5/4/2015,3,3
7334317,14 RESERVOIR RD,,ARLINGTON,MA,"14 RESERVOIR RD ARLINGTON, MA",4/24/2017,3,3
312958,141 GRAY ST,,ARLINGTON,MA,"141 GRAY ST ARLINGTON, MA",6/17/2008,3,3
5592858,141 NEWLAND RD,,ARLINGTON,MA,"141 NEWLAND RD ARLINGTON, MA",8/21/2015,3,3
7338858,144 MARY ST,,ARLINGTON,MA,"144 MARY ST ARLINGTON, MA",9/28/2017,3,3
238446,146 WACHUSETT AV,,ARLINGTON,MA,"146 WACHUSETT AV ARLINGTON, MA",11/15/2002,3,3
106149,149 PARK AV,,ARLINGTON,MA,"149 PARK AV ARLINGTON, MA",10/17/1996,3,3
7335217,15 BENJAMIN RD,,ARLINGTON,MA,"15 BENJAMIN RD ARLINGTON, MA",6/9/2017,3,3
329534,15 ELMORE ST,,ARLINGTON,MA,"15 ELMORE ST ARLINGTON, MA",11/4/2009,3,3
7334318,15 HILLSIDE AVE,,ARLINGTON,MA,"15 HILLSIDE AVE ARLINGTON, MA",4/27/2017,3,3
7334337,15 KILSYTHE RD,,ARLINGTON,MA,"15 KILSYTHE RD ARLINGTON, MA",4/26/2017,3,3
329593,15 PUTNAM RD,,ARLINGTON,MA,"15 PUTNAM RD ARLINGTON, MA",1/6/2010,3,3
290020,15 RUSSELL ST,,ARLINGTON,MA,"15 RUSSELL ST ARLINGTON, MA",6/29/2006,3,3
7348097,151 CHARLTON ST,,ARLINGTON,MA,"151 CHARLTON ST ARLINGTON, MA",10/17/2018,3,3
7335510,151 LAKE ST,,ARLINGTON,MA,"151 LAKE ST ARLINGTON, MA",6/13/2017,3,3
193346,151 WARREN ST,,ARLINGTON,MA,"151 WARREN ST ARLINGTON, MA",6/22/2000,3,3
7348853,152 NEWPORT ST,,ARLINGTON,MA,"152 NEWPORT ST ARLINGTON, MA",10/31/2018,3,3
7349150,155 BROOKS AVE,,ARLINGTON,MA,"155 BROOKS AVE ARLINGTON, MA",11/19/2018,3,3
1362446,158 SUMMER ST,,ARLINGTON,MA,"158 SUMMER ST ARLINGTON, MA",9/10/2013,3,3
4631225,159 MYSTIC ST,,ARLINGTON,MA,"159 MYSTIC ST ARLINGTON, MA",6/17/2015,3,3
1683019,159 PLEASANT ST,,ARLINGTON,MA,"159 PLEASANT ST ARLINGTON, MA",6/2/2014,3,3
7342372,16 PIEDMONT ST,,ARLINGTON,MA,"16 PIEDMONT ST ARLINGTON, MA",3/4/2018,3,3
7337017,163 LOWELL ST,,ARLINGTON,MA,"163 LOWELL ST ARLINGTON, MA",7/27/2017,3,3
7334637,164 RHINECLIFF ST,,ARLINGTON,MA,"164 RHINECLIFF ST ARLINGTON, MA",5/3/2017,3,3
7345890,166 LOWELL ST,,ARLINGTON,MA,"166 LOWELL ST ARLINGTON, MA",7/13/2018,2,2
7346947,167 HIGHLAND AVE,,ARLINGTON,MA,"167 HIGHLAND AVE ARLINGTON, MA",8/22/2018,3,3
4632337,169 MYSTIC ST,,ARLINGTON,MA,"169 MYSTIC ST ARLINGTON, MA",6/17/2015,3,3
7345420,17 LAKEVIEW ,,ARLINGTON,MA,"17 LAKEVIEW  ARLINGTON, MA",6/29/2018,3,3
7348801,17 SUNNSYSIDE AVE,,ARLINGTON,MA,"17 SUNNSYSIDE AVE ARLINGTON, MA",11/3/2018,2,2
7345423,17.5 LAKEVIEW ,,ARLINGTON,MA,"17.5 LAKEVIEW  ARLINGTON, MA",6/29/2018,3,3
5217588,171 OVERLOOK RD,,ARLINGTON,MA,"171 OVERLOOK RD ARLINGTON, MA",6/12/2015,2,2
7334638,172 CEDAR AVE,,ARLINGTON,MA,"172 CEDAR AVE ARLINGTON, MA",4/25/2017,3,3
316629,173 MOUNTAIN AVE,,ARLINGTON,MA,"173 MOUNTAIN AVE ARLINGTON, MA",12/10/2008,3,3
7335634,175 JASON ST,,ARLINGTON,MA,"175 JASON ST ARLINGTON, MA",6/16/2017,3,3
7346643,176 CEDAR AVE,,ARLINGTON,MA,"176 CEDAR AVE ARLINGTON, MA",8/21/2018,2,2
7343683,178 PIEDMONT ST,,ARLINGTON,MA,"178 PIEDMONT ST ARLINGTON, MA",4/13/2018,2,2
7324244,18 FAYETTE ST,,ARLINGTON,MA,"18 FAYETTE ST ARLINGTON, MA",3/8/2016,3,3
7335706,18 FLORENCE AVE,,ARLINGTON,MA,"18 FLORENCE AVE ARLINGTON, MA",6/12/2017,3,3
7334331,18 FREEMAN ST,,ARLINGTON,MA,"18 FREEMAN ST ARLINGTON, MA",5/2/2017,3,3
7347767,18 LANTERN LN,,ARLINGTON,MA,"18 LANTERN LN ARLINGTON, MA",9/27/2018,3,3
7346661,18 NEWPORT ST,,ARLINGTON,MA,"18 NEWPORT ST ARLINGTON, MA",8/20/2018,3,3
7349153,18 SAGAMORE RD,,ARLINGTON,MA,"18 SAGAMORE RD ARLINGTON, MA",11/12/2018,3,3
7322524,181 APPLETON ST,,ARLINGTON,MA,"181 APPLETON ST ARLINGTON, MA",12/17/2015,3,3
7341375,181 CEDAR AVE,,ARLINGTON,MA,"181 CEDAR AVE ARLINGTON, MA",1/17/2018,3,3
7338608,183 HIGHLAND AVE,,ARLINGTON,MA,"183 HIGHLAND AVE ARLINGTON, MA",9/21/2017,3,3
7338604,186 HIGHLAND AVE,,ARLINGTON,MA,"186 HIGHLAND AVE ARLINGTON, MA",9/21/2017,3,3
716352,19 PARK TER,,ARLINGTON,MA,"19 PARK TER ARLINGTON, MA",1/6/2012,3,3
7338610,190 WASHINGTON ST,,ARLINGTON,MA,"190 WASHINGTON ST ARLINGTON, MA",9/7/2017,3,3
7338870,192 BRATTLE ST,,ARLINGTON,MA,"192 BRATTLE ST ARLINGTON, MA",9/27/2017,3,3
367266,198 OVERLOOK RD,,ARLINGTON,MA,"198 OVERLOOK RD ARLINGTON, MA",8/22/2011,3,3
1592039,2 GOVERNOR RD,,ARLINGTON,MA,"2 GOVERNOR RD ARLINGTON, MA",2/23/2014,3,3
7335795,2 OLD COLONY RD,,ARLINGTON,MA,"2 OLD COLONY RD ARLINGTON, MA",6/23/2017,3,3
7338644,2 YALE RD,,ARLINGTON,MA,"2 YALE RD ARLINGTON, MA",9/9/2017,3,3
347828,20 APPLETON PL,,ARLINGTON,MA,"20 APPLETON PL ARLINGTON, MA",6/17/2011,3,3
7336746,20 BENJAMIN RD,,ARLINGTON,MA,"20 BENJAMIN RD ARLINGTON, MA",7/25/2017,3,3
7322661,20 GROVE STPL,,ARLINGTON,MA,"20 GROVE STPL ARLINGTON, MA",12/22/2015,2,2
347564,20 UDINE ST,,ARLINGTON,MA,"20 UDINE ST ARLINGTON, MA",6/9/2011,3,3
1746768,201 APPLETON ST,,ARLINGTON,MA,"201 APPLETON ST ARLINGTON, MA",7/29/2014,3,3
986550,205 SYLVIA ST,,ARLINGTON,MA,"205 SYLVIA ST ARLINGTON, MA",9/5/2012,3,3
7341264,206 CROSBY ST,,ARLINGTON,MA,"206 CROSBY ST ARLINGTON, MA",1/14/2018,3,3
7339167,21 KILSYTHE RD,,ARLINGTON,MA,"21 KILSYTHE RD ARLINGTON, MA",10/14/2017,3,3
329592,21 MYSTIC LAKE DR,,ARLINGTON,MA,"21 MYSTIC LAKE DR ARLINGTON, MA",11/15/2009,3,3
939851,216 SUMMER ST,,ARLINGTON,MA,"216 SUMMER ST ARLINGTON, MA",7/19/2012,3,3
7321006,22 COUNTRY CLUB DR,,ARLINGTON,MA,"22 COUNTRY CLUB DR ARLINGTON, MA",10/31/2015,3,3
7345913,22 MYSTIC BANK ,,ARLINGTON,MA,"22 MYSTIC BANK  ARLINGTON, MA",6/15/2018,2,2
7337018,22 NOURSE ST,,ARLINGTON,MA,"22 NOURSE ST ARLINGTON, MA",7/27/2017,3,3
7335732,22 OAKLAND AVE,,ARLINGTON,MA,"22 OAKLAND AVE ARLINGTON, MA",6/14/2017,3,3
7334342,22 SUTHERLAND RD,,ARLINGTON,MA,"22 SUTHERLAND RD ARLINGTON, MA",4/25/2017,3,3
7349318,221 MASSACHUSETTS AVE,,ARLINGTON,MA,"221 MASSACHUSETTS AVE ARLINGTON, MA",11/2/2018,2,2
7347841,223 MASSACHUSETTS AVE,,ARLINGTON,MA,"223 MASSACHUSETTS AVE ARLINGTON, MA",9/15/2018,3,3
7342806,229 WAVERLEY ST,,ARLINGTON,MA,"229 WAVERLEY ST ARLINGTON, MA",3/29/2018,2,2
6624186,23 GLENBURN RD,,ARLINGTON,MA,"23 GLENBURN RD ARLINGTON, MA",9/21/2015,3,3
7338527,240 PLEASANT ST,,ARLINGTON,MA,"240 PLEASANT ST ARLINGTON, MA",9/22/2017,2,2
7345174,246 PARK AVE,,ARLINGTON,MA,"246 PARK AVE ARLINGTON, MA",6/26/2018,3,3
7335234,249 GRAY ST,,ARLINGTON,MA,"249 GRAY ST ARLINGTON, MA",6/9/2017,2,2
7333507,25 CLIFF ST,,ARLINGTON,MA,"25 CLIFF ST ARLINGTON, MA",4/9/2017,3,3
7335703,25 ELMORE ST,,ARLINGTON,MA,"25 ELMORE ST ARLINGTON, MA",6/14/2017,3,3
7349665,25 HOMER RD,,ARLINGTON,MA,"25 HOMER RD ARLINGTON, MA",11/30/2018,3,3
7337310,259 PARK AVE,,ARLINGTON,MA,"259 PARK AVE ARLINGTON, MA",8/9/2017,3,3
6591603,259 SYLVIA ST,,ARLINGTON,MA,"259 SYLVIA ST ARLINGTON, MA",9/11/2015,3,3
7342702,26 COUNTRY CLUB DR,,ARLINGTON,MA,"26 COUNTRY CLUB DR ARLINGTON, MA",3/21/2018,2,2
1282512,264 MASSACHUSETTS AVE,,ARLINGTON,MA,"264 MASSACHUSETTS AVE ARLINGTON, MA",6/20/2013,3,3
7349689,27 FREMONT ST,,ARLINGTON,MA,"27 FREMONT ST ARLINGTON, MA",12/15/2018,2,2
7337284,272 BROADWAY ,,ARLINGTON,MA,"272 BROADWAY  ARLINGTON, MA",8/2/2017,3,3
335404,28 JASON ST,,ARLINGTON,MA,"28 JASON ST ARLINGTON, MA",7/12/2010,3,3
7349583,28 WRIGHT ST,,ARLINGTON,MA,"28 WRIGHT ST ARLINGTON, MA",12/1/2018,2,2
1096943,281 WASHINGTON ST,,ARLINGTON,MA,"281 WASHINGTON ST ARLINGTON, MA",1/2/2013,3,3
312963,29 CLAREMONT AVE,,ARLINGTON,MA,"29 CLAREMONT AVE ARLINGTON, MA",6/21/2008,3,3
7338867,29 OTTAWA RD,,ARLINGTON,MA,"29 OTTAWA RD ARLINGTON, MA",9/28/2017,3,3
7341262,299 PARK AVE,,ARLINGTON,MA,"299 PARK AVE ARLINGTON, MA",1/16/2018,3,3
7342704,3 LORNE RD,,ARLINGTON,MA,"3 LORNE RD ARLINGTON, MA",3/19/2018,2,2
7335994,3 REGIS RD,,ARLINGTON,MA,"3 REGIS RD ARLINGTON, MA",6/29/2017,3,3
987488,3 YERXA RD,,ARLINGTON,MA,"3 YERXA RD ARLINGTON, MA",9/7/2012,3,3
7337280,30 FRAZER RD,,ARLINGTON,MA,"30 FRAZER RD ARLINGTON, MA",8/4/2017,2,2
7349690,30 FREMONT ST,,ARLINGTON,MA,"30 FREMONT ST ARLINGTON, MA",12/11/2018,3,3
7345761,30 HANCOCK ST,,ARLINGTON,MA,"30 HANCOCK ST ARLINGTON, MA",7/19/2018,3,3
7336359,30 WHITTEMORE ST,,ARLINGTON,MA,"30 WHITTEMORE ST ARLINGTON, MA",7/14/2017,3,3
1497388,31 CHATHAM ST,,ARLINGTON,MA,"31 CHATHAM ST ARLINGTON, MA",12/13/2013,3,3
7338605,31 STONE RD,,ARLINGTON,MA,"31 STONE RD ARLINGTON, MA",9/11/2017,3,3
7349414,31 TANAGER ST,,ARLINGTON,MA,"31 TANAGER ST ARLINGTON, MA",12/3/2018,3,3
7337004,311 MASSACHUSETTS AVE,,ARLINGTON,MA,"311 MASSACHUSETTS AVE ARLINGTON, MA",8/1/2017,3,3
1038352,325 MYSTIC ST,,ARLINGTON,MA,"325 MYSTIC ST ARLINGTON, MA",10/27/2012,3,3
7347845,33 PIEDMONT ST,,ARLINGTON,MA,"33 PIEDMONT ST ARLINGTON, MA",9/21/2018,3,3
7346946,33 PURITAN RD,,ARLINGTON,MA,"33 PURITAN RD ARLINGTON, MA",8/24/2018,3,3
7343874,337 PARK AVE,,ARLINGTON,MA,"337 PARK AVE ARLINGTON, MA",4/23/2018,3,3
1682993,34 GRAY ST,,ARLINGTON,MA,"34 GRAY ST ARLINGTON, MA",6/2/2014,3,3
7341477,34 HANCOCK ST,,ARLINGTON,MA,"34 HANCOCK ST ARLINGTON, MA",1/22/2018,3,3
7321931,34 OXFORD ST,,ARLINGTON,MA,"34 OXFORD ST ARLINGTON, MA",11/30/2015,3,3
2793214,34 WESTMINSTER AVE,,ARLINGTON,MA,"34 WESTMINSTER AVE ARLINGTON, MA",11/9/2014,2,2
7342261,345 PARK AVE,,ARLINGTON,MA,"345 PARK AVE ARLINGTON, MA",3/1/2018,2,2
1746780,35 BARTLETT AVE,,ARLINGTON,MA,"35 BARTLETT AVE ARLINGTON, MA",8/11/2014,3,3
7336153,35 GARDNER ST,,ARLINGTON,MA,"35 GARDNER ST ARLINGTON, MA",6/23/2017,3,3
7341650,35 MICHAEL ST,,ARLINGTON,MA,"35 MICHAEL ST ARLINGTON, MA",1/29/2018,3,3
298162,35 UPLAND RD,,ARLINGTON,MA,"35 UPLAND RD ARLINGTON, MA",2/2/2007,3,3
692698,355 MYSTIC ST,,ARLINGTON,MA,"355 MYSTIC ST ARLINGTON, MA",12/25/2011,3,3
7334005,356 PARK AVE,,ARLINGTON,MA,"356 PARK AVE ARLINGTON, MA",4/28/2017,3,3
7337281,36 FLORENCE AVE,,ARLINGTON,MA,"36 FLORENCE AVE ARLINGTON, MA",8/8/2017,3,3
7345769,363 APPLETON ST,,ARLINGTON,MA,"363 APPLETON ST ARLINGTON, MA",7/18/2018,3,3
1652347,364 GRAY ST,,ARLINGTON,MA,"364 GRAY ST ARLINGTON, MA",5/28/2014,3,3
7344855,37 BRANTWOOD RD,,ARLINGTON,MA,"37 BRANTWOOD RD ARLINGTON, MA",5/30/2018,3,3
7344193,38 FOREST ST,,ARLINGTON,MA,"38 FOREST ST ARLINGTON, MA",5/8/2018,2,2
1041261,39 WOODSIDE LN,,ARLINGTON,MA,"39 WOODSIDE LN ARLINGTON, MA",11/2/2012,3,3
1652323,4 APPLETON ST,,ARLINGTON,MA,"4 APPLETON ST ARLINGTON, MA",5/28/2014,3,3
7340340,4 CHESWICK RD,,ARLINGTON,MA,"4 CHESWICK RD ARLINGTON, MA",12/3/2017,3,3
5593534,4 GREENWOOD RD,,ARLINGTON,MA,"4 GREENWOOD RD ARLINGTON, MA",8/24/2015,3,3
